experiment_id,run_id,r2_family,technology_set,grid_carbon_scenario,spatial_resolution,network_mode,fixed_baseline_cap_ratio,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,dual_MAC_CNY_per_tCO2,dual_shadow_price_raw,co2_cap_slack,co2_cap_is_binding,is_valid_result,invalid_reason
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0059_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.4,1.9308909423102263,1.930890942310223,5.324589860804153,876.553951840456,-876.553951840456,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0060_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.25,1.2068068389438917,1.2068068389438917,6.561675245674621,2799.7580379300043,-2799.7580379300043,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0061_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663346,10.045108380004171,12785.179159774192,-12785.179159774192,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0062_k100_repday_opt_base_with_thermal10_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_thermal10,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085781,10.685908460351916,13304.350744154934,-13304.350744154934,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0063_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.4,1.9308909423102263,1.9308909423102296,5.284449586731056,884.2628731469218,-884.2628731469218,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0064_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.25,1.2068068389438917,1.206806838943896,6.532374750773085,2801.839914361703,-2801.839914361703,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0065_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663362,10.012881510926652,13154.643496677376,-13154.643496677376,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0066_k100_repday_opt_base_with_DR10_thermal10_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_DR10_thermal10,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085791,10.654208538790629,13304.350744154934,-13304.350744154934,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0067_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_DR10_EV_medium_thermal10,baseline,k100,node_interface,0.4,1.9308909423102263,1.9308909423102185,5.628352866191251,1047.5014121308443,-1047.5014121308443,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0068_k100_repday_opt_base_with_DR10_EV_medium_thermal10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_DR10_EV_medium_thermal10,baseline,k100,node_interface,0.25,1.2068068389438917,1.2068068389438955,7.0461150674940844,3805.4452631837457,-3805.4452631837457,0.0,True,True,
